Title;ROC-area;ROC-error;Title;ROC-area;ROC-error;nTrs;nVs;time_trs;time_vs;C;nSv;nSv+;nSv-
126;0,732556366055204;0,00479221962955841;126;0,520709895833333;0,0129253956239146;10000;2000;2367,9757;428,8521;C:100;Kernel:1;nsv:7245;nsv+:1448;nsv-:5797
127;0,718755494482931;0,0050745272824861;127;0,477822395833334;0,0130083205452657;10000;2000;2235,1398;470,4685;C:100;Kernel:1;nsv:7257;nsv+:1450;nsv-:5807
128;0,714317666460524;0,00493534323576956;128;0,478578645833334;0,0130059087488838;10000;2000;2174,6903;389,6041;C:100;Kernel:1;nsv:7297;nsv+:1457;nsv-:5840
129;0,701616831805373;0,00517612747468044;129;0,471540104166667;0,0129941536989579;10000;2000;2175,1751;400,5953;C:100;Kernel:1;nsv:7270;nsv+:1455;nsv-:5815
130;0,704395963225956;0,00564334151721419;130;0,391329166666667;0,0128634856642004;10000;2000;2145,2742;438,5513;C:100;Kernel:1;nsv:7094;nsv+:1419;nsv-:5675
131;0,734516661572223;0,00498477102703873;131;0,4623203125;0,013023969891866;10000;2000;2255,4376;400,8707;C:100;Kernel:1;nsv:7048;nsv+:1409;nsv-:5639
132;0,74214290654862;0,00496069945925097;132;0,45759375;0,013043115421613;10000;2000;2153,725;365,6833;C:100;Kernel:1;nsv:6998;nsv+:1400;nsv-:5598
133;0,71334089919496;0,00520236362237365;133;0,503672916666667;0,0130174097360269;10000;2000;2252,3353;455,7472;C:100;Kernel:1;nsv:7345;nsv+:1470;nsv-:5875
134;0,609446343428754;0,00597498770477378;134;0,567980208333333;0,0131772552727484;10000;2000;2311,4834;458,7564;C:100;Kernel:1;nsv:7049;nsv+:1410;nsv-:5639
135;0,71320752413673;0,00471765772011336;135;0,548847916666666;0,0128597485549326;10000;2000;2405,0897;474,6719;C:100;Kernel:1;nsv:7503;nsv+:1502;nsv-:6001
136;0,761522127505765;0,00525651518598392;136;0,511294791666666;0,0130962056610766;10000;2000;1559,0039;519,2465;C:100;Kernel:1;nsv:5950;nsv+:1191;nsv-:4759
137;0,721004105887499;0,00477354231313782;137;0,556361458333333;0,0128492637832165;10000;2000;2055,2012;480,9341;C:100;Kernel:1;nsv:7502;nsv+:1502;nsv-:6000
138;0,702538334161694;0,00516916084501868;138;0,534059895833333;0,012941489124902;10000;2000;2289,7548;465,9194;C:100;Kernel:1;nsv:7450;nsv+:1491;nsv-:5959
139;0,729436539483127;0,00563875448613321;139;0,3706609375;0,0125286956842946;10000;2000;2063,5489;589,6066;C:100;Kernel:1;nsv:7140;nsv+:1429;nsv-:5711
140;0,717143015516775;0,00507994976969704;140;0,4993625;0,0129940318733781;10000;2000;2075,3485;550,6246;C:100;Kernel:1;nsv:7368;nsv+:1473;nsv-:5895
141;0,736910738612677;0,00489966050845318;141;0,4739328125;0,0130482391539616;10000;2000;2006,7685;453,5225;C:100;Kernel:1;nsv:7206;nsv+:1442;nsv-:5764
142;0,71511868240919;0,00508915618723978;142;0,515722916666666;0,0129907235822337;10000;2000;2319,1791;450,6099;C:100;Kernel:1;nsv:7371;nsv+:1475;nsv-:5896
143;0,704337135361036;0,00493720614160966;143;0,557459895833334;0,0128819826751005;10000;2000;2269,656;454,4569;C:100;Kernel:1;nsv:7390;nsv+:1479;nsv-:5911
144;0,726377777954709;0,00487286080620289;144;0,527021875;0,0129007371215396;10000;2000;2511,3766;556,0018;C:100;Kernel:1;nsv:7361;nsv+:1472;nsv-:5889
145;0,710438795182446;0,00497040264946932;145;0,531946354166667;0,0128968139375002;10000;2000;2390,2257;484,3953;C:100;Kernel:1;nsv:7504;nsv+:1498;nsv-:6006
146;0,727152308250973;0,00474476729472717;146;0,512775520833333;0,0129537355242388;10000;2000;2378,4923;454,5349;C:100;Kernel:1;nsv:7391;nsv+:1477;nsv-:5914
147;0,702356053127836;0,00510824598564839;147;0,521994791666666;0,012918090718009;10000;2000;2377,4495;455,7189;C:100;Kernel:1;nsv:7467;nsv+:1493;nsv-:5974
148;0,753546326954743;0,00531454559581064;148;0,374686979166667;0,0126104929059641;10000;2000;2176,768;471,5268;C:100;Kernel:1;nsv:7010;nsv+:1403;nsv-:5607
149;0,724832878427477;0,0051181586440353;149;0,5032671875;0,0130330041943961;10000;2000;2236,1616;444,0488;C:100;Kernel:1;nsv:7307;nsv+:1463;nsv-:5844
150;0,741050538317717;0,00504389838870025;150;0,475191145833334;0,0131364257206129;10000;2000;2536,0043;455,2406;C:100;Kernel:1;nsv:7168;nsv+:1436;nsv-:5732
151;0,720359013351669;0,00507527906586127;151;0,5110421875;0,013050307192516;10000;2000;2346,7418;440,7797;C:100;Kernel:1;nsv:7333;nsv+:1467;nsv-:5866
152;0,693773953575263;0,00529334369238324;152;0,537033333333333;0,0130385489218245;10000;2000;2429,9154;438,5554;C:100;Kernel:1;nsv:7318;nsv+:1468;nsv-:5850
153;0,718497880889688;0,0048241428434537;153;0,5307265625;0,0128946811772182;10000;2000;2470,7521;468,7253;C:100;Kernel:1;nsv:7409;nsv+:1482;nsv-:5927
